url,title,question,answer,answer_type
,,개를 잠깐 데리고 있는 상황인데요진돗개 입니다 3주 정도 지났습니다 처음에 데리고 올 땐 살이 많이 쪄있지 않았는데 1주정도 살이 찌기 시작하더니 2주 정도부터 배가 많이 나옵니다 암컷이라서 임신이 걱정되는데 병원에 데리고 갈 상황이 아니여서요 ㅠ 활동량이 많아져서 밥도 예전보다 많이 먹고 훈련용 간식을 주는데 하루에 정량이 70g정도인데 20g씩 주는데 이걸로 살이 많이 찌나요?,"음, 진돗개 암컷이 배가 좀 나오는 거면 저도 임신 걱정될 만한 상황 같아요. 근데 밥을 많이 먹고 활동량도 많아졌다면 단순히 살이 찐 걸 수도 있겠네요. 제가 아는 친구 강아지도 간식 많이 줬더니 금방 살이 찐 적 있었거든요. 하루에 정량 70g에 간식까지 20g씩 주면 생각보다 칼로리가 꽤 될 수 있을 것 같아요. 만약 임신일까 걱정된다면, 가능하면 빨리 가까운 동물병원에 가서 확인해 보는 게 제일 좋을 것 같아요. 그래도 당장은 너무 걱정하지 마시고 강아지 상태 잘 지켜봐 주세요!",non_expert_llm
,,지금 곧 8살되는 냥인데 원래 밥을 되게 잘 먹었는데 2일전?부터 갑자기 밥 먹을 때 캌 거리면서 그만먹어요... 그리고 보면 서료 몇 알 뱉은 거 마냥 바닥에 떨어져 있고요.. 그리고 아침에 애교를 계속 부리길래 밥 달라는 줄 알고 밥 줬는데 먹지도 않길래 배고픈게 아니었나 싶었는데 학교 갔다 왔는데도 아침에 줬던 밥 그대론데 원래 잘 먹던 사룐데 갑자기 왜 그럴까요ㅜㅜ,"아이고, 갑자기 밥 먹을 때 캌거리면서 그만둔다니 걱정되겠어요. 저도 예전에 우리 집 고양이가 갑자기 밥 먹다가 뭔가 불편한지 입을 헛헛거리면서 멈췄던 적이 있었는데, 그때는 입 안에 뭐가 걸린 것 같기도 하고, 침도 좀 많이 흘리고 그랬던 기억이 나요. 며칠 지나니까 괜찮아지긴 했는데, 혹시 치아나 잇몸에 문제가 있을 수도 있을 것 같아요. 입 안이 아프면 밥 먹기 싫어할 수도 있거든요.

그리고 밥을 줬는데 안 먹는 건 배가 안 고픈 게 아니라 뭔가 먹기 힘들어서일 수도 있다고 하더라고요. 너무 오래 안 먹으면 좋지 않으니까 가급적 빨리 동물병원 가서 한 번 봐주는 게 마음 편할 것 같아요. 물론 그냥 컨디션 문제일 수도 있지만, 2일이나 계속 그러면 좀 걱정되잖아요. 얼른 나아서 다시 맛있게 밥 먹으면 좋겠네요!",non_expert_llm
,,수술 필요한건지 제발요...... 14살 9.1kg 비숑,"우리 집 강아지도 나이가 들면서 가끔씩 평소랑 다르게 행동할 때가 있었는데, 꼭 수술까지는 아니었던 것 같아요. 그래도 14살이면 좀 더 조심할 필요가 있으니까, 상태가 갑자기 나빠지거나 계속 안 좋아 보이면 병원 한 번 가보는 게 마음 편할 것 같아요. 너무 걱정하지 말고 일단 지켜보면서 필요한 경우 전문가 의견 듣는 게 좋을 것 같네요.",non_expert_llm
,,강아지 혈변,"우리 강아지도 가끔 혈변을 본 적이 있는데, 보통은 음식이 잘 맞지 않거나 스트레스 받았을 때 그런 것 같더라고요. 며칠 정도 상태를 지켜보면서 물 많이 줬더니 괜찮아졌어요. 그래도 너무 오래 가거나 강아지가 힘들어 보이면 병원에 가보는 게 나을 것 같아요.",non_expert_llm
,,말티즈 7살 키우는 견주입니다. 일주일 전부터 등쪽에 뾰루지 같은게 만져져서 이게 뭐지 했는데 오늘 자세히 보니까 딱딱했던건 진물이 굳어서 딱딱했던거고 각질이랑 같이 떨어지니 다시 진물이 나면서 빨간 뾰루지가 들어나더라구요. 그리고 이 뾰루지 주변 2센치 정도 거리의 피부가 다 각질이 좀 일어나 있고 그래요 왜이러는 걸까요? 낼 병원에 데려가볼 생각인데 걱정되서 혹시 이런경험 있으신 견주나 수의사 분들이 계시다면 사진을 보고 대강이라도 어떤 병인것 같은지 알려주세요,"저희 집 말티즈도 가끔 등 쪽에 비슷한 뾰루지 같은 게 생기곤 했는데, 주로 피부가 좀 건조해지거나 뭔가 자극받았을 때 그런 것 같았어요. 각질이랑 진물이 같이 나오는 건 뭔가 염증이 생긴 건 아닐까 싶어서 저도 좀 걱정됐었거든요. 병원에 데려가서 약도 받고 나니까 금방 나아지더라구요. 지금 걱정되시면 빨리 병원 가보는 게 제일 좋을 것 같아요!",non_expert_llm
,,2살된 강아지인데 요즘 거위 소리를 내요. 애기 때 한 번 하고 한번도 그런 소리 안냈는데 최근 일주일동안 처음으로 3번 정도 거위 소리를 냈어요. 한 번은 물 먹다 걸린 것 같긴 한데… 그래도 한 번 검사 해봐야 할까요?,"우리 강아지도 가끔 이상한 소리 내는 경우가 있는데, 대부분은 금방 괜찮아지더라고요. 물 먹다가 걸린 거라면 한두 번은 그럴 수 있다고 생각해요. 그래도 혹시 모르니까 며칠 더 지켜보고, 계속 그러면 한 번 병원 가서 확인해보는 것도 나쁘지 않을 것 같아요. 너무 걱정하지는 마세요!",non_expert_llm
,,"작년 12월 22일 처음 발견했어요 크기는 비비탄 만한 크기인데 지금까지 크지 않고 크기를 유지하고 있어요 올해 1월에 병원에 갔는데 아직 작고 커지지 않으면 수술하지 않아도 된다고 하셨는데 커지지 않으면 수술을 하지 안해도 되는지 치료는 딱히 하지 않아도 되는지 궁금합니다 •잘먹고 잘 쌈 잘 놈 •24.11.11중성화 •24.11.6 젖꼭지 분비물 나옴 25년 현재 젖꼭지 크기 줄어듦, 생식기 크기감소,젖꼭지 분비물 안나옴","음, 저도 예전에 비슷한 일이 있었는데 크기가 계속 작게 유지되고 특별히 아파하는 것도 없으면 크게 걱정하지 않아도 될 때가 있더라고요. 그리고 젖꼭지에서 분비물이 멈추고 크기도 줄어들었다면 좋은 신호일 수도 있을 것 같아요. 그래도 혹시 몰라서 정기적으로 병원 체크는 계속하는 게 마음 편할 것 같아요!",non_expert_llm
,,저희가 어제 유기견을 대려왔는데 계속 켁켁거리다가 한번씩 구토하는 것처럼 행동을 하는데 구토할때 침정도만 나오고 다른 이물질은 안나와요 2년됬다고 그러셨구요 왜 그런지 알고싶어요,"음, 우리 집 강아지도 가끔 켁켁거리면서 침만 살짝 뱉는 행동을 할 때가 있었는데, 보통은 목에 뭐가 걸렸거나 기분이 좀 안 좋을 때 그런 것 같더라고요. 유기견이라 아직 환경 적응 중일 수도 있고, 스트레스 때문일 수도 있겠네요. 며칠 지켜보면서 상태가 나아지지 않거나 구토가 심해지면 병원에 가보는 게 좋을 것 같아요!",non_expert_llm
,,제가 강아지 홍역 같은 병원 가서 키트 검사 했는데 양성이 나왓어요 그런데 증상이 콧물 기침 구토 설사가 없어서 2일뒤 오늘 가서 피검사로 다시 재검사 해봤는데 음성이래요.. 그럴수가 있나요?,저도 그런 경우 들은 적 있어요. 처음에 검사에서 양성이 나왔다가 다시 검사하니까 음성인 경우도 있다고 하더라고요. 아마 검사 방법이나 타이밍 때문에 그런 차이가 생기는 것 같아요. 증상이 없으면 일단 좀 지켜보면서 병원에서 알려준 대로 하면 될 것 같아요! 너무 걱정하지 마세요.,non_expert_llm
,,작은 진드기가 얼굴 쪽에 붙어 있어서 떼긴 했는데 병원 안 가도 될까요?,"저도 전에 우리 강아지 얼굴에 진드기 붙은 적 있었는데, 떼어내고 나서 며칠 동안 피부 상태나 행동 잘 지켜봤어요. 특별히 이상한 점 없으면 괜찮은 경우도 많은 것 같아요. 그래도 혹시 붉어지거나 부어오르거나 하는 게 보이면 병원 가보는 게 좋을 것 같아요. 너무 걱정되면 미리 가는 것도 나쁘지 않구요!",non_expert_llm
,,강아지가 면봉을 삼켰어요 다행이 나무가 아니라 종이면봉인데 면봉 길이가 꽤 길잖아요 ..그래서 너무 걱정이 됩니다 지금 새벽인데 목에 뭐가 걸린듯 계속 토를 하네요 근데 면봉이 안나왔어요 .....어떡하죠 병원에 가봐야 할까요 ?응급처치라도 알려주세요,"아이고, 걱정 많이 되시겠어요. 우리 강아지도 예전에 뭐 작은 걸 삼켰을 때 목에 뭔가 걸린 느낌이 들었는지 계속 토하려고 하고 힘들어했거든요. 종이 면봉이라도 길고 딱딱한 부분이 있으면 불편할 수 있어서 그냥 두기보단 가능한 빨리 병원 가보는 게 좋을 것 같아요. 새벽이라 병원 찾기 어려울 수도 있는데, 응급실 같은 데 문의해보는 것도 방법이고요. 일단 강아지가 힘들어하니까 무리하게 손으로 빼려 하지 말고, 빠른 진료 받으시길 바랄게요!",non_expert_llm
,,강아지 ( 1년 4개월)가 구토를 했는데 무슨 증상 일까요??,"우리 강아지도 가끔 갑자기 구토할 때가 있는데, 보통은 먹은 게 잘못됐거나 소화가 안 돼서 그런 것 같더라고요. 며칠 지켜보면서 밥은 조금 덜 주고 물도 잘 챙겨주면 나아지는 경우가 많았어요. 그래도 만약 구토가 계속되거나 다른 이상한 증상도 보이면 병원 한 번 가보는 게 좋을 것 같아요.",non_expert_llm
,,안녕하세요 어제 오후 5시쯤 강아지가 치킨뼈 (닭뼈)를 4조각 정도 씹어서 먹었어요 전 외출중이라 7시반쯤 알았는데 다음날 여행이 있기도하고 애기도 괜찮아서인데 젤 큰 이유는 집앞 병원에선 가면 무조건 구토를 시킨다고하여 안갔는데 오늘 하루종일 무기력하고 웅크리고 기지개 피는 자세로 오래 있어요ㅠㅠ 산책하면서 엎드린적 없는애가 걷다가 자꾸 엎드리고 눕고 안아달라고해요 높은곳도 점프뛰어서 잘올라갔는데 지금 올라가지도 못하고..ㅠㅠ 지금 섬을 들어와서 뭐 하지도 못하는데 어떡하죠 너무급해요 애기 잘못되는거 아니겠죠??ㅜㅜ 간식은 너무 잘먹고 뛰기도 하고 짖기도 잘짖고한데 평소랑 좀 달라서요 제발 도와주세요,"아이고, 걱정되시겠어요ㅠㅠ 저도 예전에 우리 강아지가 뼈 같은 거 먹고 나서 좀 이상한 행동을 한 적이 있었는데, 그때는 며칠 동안 좀 조심스럽게 지켜봤던 기억이 나네요. 

기지개 자주 펴고 웅크리는 건 뭔가 불편해서 그런 걸 수도 있으니까 너무 무시하지 마시고, 가능하면 가까운 병원에 한 번 가서 상태 체크받는 게 좋을 것 같아요. 특히 뼈 조각은 소화기관에 상처를 낼 수 있어서 걱정돼요. 

지금 간식 잘 먹고 뛰고 짖는다니 다행이긴 한데 평소랑 다르다면 빨리 확인하는 게 마음도 편할 거예요. 혹시 갑자기 상황이 더 안 좋아지면 바로 응급실 찾아가세요! 힘내세요!",non_expert_llm
,,강아지 나이는 15살이고 오랜만에 집에오니 항문쪽에 혹이 있습니다. 병원에서 수술이 가능한지요? 알고싶습니다.,"우리 집 강아지도 나이가 많아서 그런지 가끔 항문 쪽에 혹 같은 게 만져진 적 있었어요. 수술이 가능한지는 병원에서 상태를 잘 봐야 할 것 같은데, 나이가 좀 많으니까 수술 자체가 부담스러울 수도 있대요. 일단은 수의사랑 상의해보고, 혹시 바로 수술이 어렵더라도 다른 방법이 있는지 물어보는 게 좋을 것 같아요. 너무 오래 두지 말고 빨리 병원에 가보시는 걸 추천해요!",non_expert_llm
,,저희집 고양이가 4일째 구토를 하고 요새 밥도 잘 안먹고 설사를 하는 것 같아요.. 그리고 동공크기도 달라졌는데 어디가 아픈걸까요..??,"음, 우리 집 고양이도 예전에 며칠 동안 밥도 잘 안 먹고 토도 자주 하던 적이 있었는데, 그때는 스트레스 때문인 것 같았어. 동공 크기 차이가 있다고 하니까 좀 더 신경 쓰이긴 하네. 혹시 평소랑 다르게 행동이 많이 변했다면 병원에 데려가 보는 게 좋을 것 같아. 그냥 지켜보다가 상태가 더 안 좋아지면 바로 가는 게 안전할 거야!",non_expert_llm
,,고양이 무마취미용을하고 목욕과 귀청소까지 다마치고 집에오니 냥이가 머리를 털면 왼쪽으로 꽈당넘어져요 2일째이래요 근데 제생각엔 고양이 귀청소하실때 귀안에 세정액넣고 귀마사지해주고 겉만살짝닦아주면 귀청소다된다고하시면서 귀세정액은 알콜성이라서다날라간다고하시는데 이게맞나요? 저는귀청소때문에이런거 같은데ㅠㅠ 그리고 걸을때 계속 머리가 미약하게 좌우로흔들리는거같은데 문제가심한가요?ㅠㅠ 2일째이러니 걱정돼죽겠습니다 토 도 2번하고 ( 노란토1. 흰토1 ) 균형도잘못잡아서 침대에올라갈때나 침대에 서있을때 넘어질려고합니다 밥도잘안먹습니다ㅠ 무슨문제일까요? 스트레스때문인지 어디가아픈지모르겠네요,"와, 냥이 상태가 좀 심각해 보여서 저도 걱정되네요ㅠㅠ 저도 예전에 친구 고양이가 미용하고 나서 비슷하게 머리 흔들고 균형 못 잡는 모습을 봤었는데, 그때는 스트레스랑 귀 쪽 문제 때문에 그런 것 같았어요. 귀세정액이 알코올성이라서 자극이 있을 수도 있다고 하던데, 너무 깊숙이 세정액이 들어가면 귀 안쪽이 좀 아플 수도 있대요.

토도 보고 밥도 안 먹고 균형 못 잡는 건 그냥 스트레스라기보다는 뭔가 몸 상태가 안 좋은 신호일 수도 있을 것 같아요. 혹시라도 귀 감염이나 내이 쪽 문제일 수도 있고, 미용하면서 뭔가 다쳤을 가능성도 있어서 걱정돼요. 저 같으면 빨리 동물병원에 데려가서 전문적인 검진 받아보는 게 좋을 것 같아요. 너무 오래 두면 더 안 좋아질 수도 있으니까요ㅠㅠ

일단은 냥이 편안하게 해주고, 무리하게 머리나 귀 만지지 말고 지켜봐주세요! 빨리 괜찮아지길 바랄게요.",non_expert_llm
,,저희 1년된 강아지가 수컷하고 교배를 하기로 했는데 (중대형견),"아, 강아지가 수컷하고 교배를 한다고 하니까 뭔가 특별한 일이 있나 싶네요! 저도 우리 강아지가 한참 그럴 때가 있었는데, 처음에는 좀 헷갈렸거든요. 아마 강아지들끼리 서로 관심을 표현하는 방법 중 하나일 수도 있을 것 같아요. 저희는 크게 걱정하지 않고 지켜봤는데, 특별히 이상한 행동이 계속되거나 아프지 않은 것 같으면 괜찮더라고요. 그래도 혹시라도 불안하면 가까운 동물병원에 한 번 상담 받아보는 것도 나쁘지 않을 것 같아요!",non_expert_llm
,,오늘 평소처럼 강아지를 쓰다듬어 주다가 평소에 조용한 아이인데 갑자기 날카로운 소리로 낑낑대더라구요. 어디를 만지면 특히 더 그러는건가 살살 만져봤는데 굳이 누르지 않아도 목의 전면 오른쪽 부분에 손만 갖다대도 낑낑대요.. ㅠ,"아이고, 갑자기 그런 소리 내니까 놀랐겠어요 ㅠ
우리 집 강아지도 가끔 목 쪽을 만지면 좀 예민하게 반응할 때가 있었는데,
그땐 그냥 잠깐 불편했던 것 같더라고요.
그래도 며칠 동안 계속 그런 모습이면 병원에 한 번 데려가 보는 게 마음 편할 것 같아요.
빨리 나아졌으면 좋겠네요!",non_expert_llm
,,치약을 잘못사왔는데 강아지용이더라구요~ 혹시 고양이가 쓰면 안좋을까요?ㅜㅜ 성분써있는거 첨부합니다~~~,"아, 저도 가끔 비슷한 실수 해본 적 있어요! 강아지용 치약이랑 고양이용 치약이 좀 다르다고 들었는데, 성분에 따라 다르긴 할 것 같아요. 저희 집 고양이는 강아지용 치약을 쓴 적은 없지만, 친구 고양이는 한번 강아지용 치약 쓴 적 있는데 별 탈 없었다고 하더라고요. 그래도 혹시나 해서 한두 번만 쓰고 평소에는 고양이용으로 바꾸는 게 좋을 것 같아요. 너무 걱정되면 수의사랑 상담해보는 게 안전하겠죠!",non_expert_llm
,,안녕 하세요..강아지가 슬개골 탈구 수술을 했었는데..회복을 잘 하고 있다가 아까 누워있다가 한번 낑낑 거리더라구요..병원을 꼭 가야 하나요?그리고 문제가 또 있어요..앉는 포즈가 이상해요..그..뭐랄까?아저씨들이 앉아 있는것 같은 포즈로 앉아요..병원을 꼭 가야 하나요?,"안녕하세요~ 우리 집 강아지도 슬개골 수술 후에 가끔씩 낑낑거릴 때가 있었는데, 그냥 잠시 불편해서 그런 것 같았어요. 아저씨 앉는 자세도 가끔씩 보였는데, 다리가 아직 완전히 편하지 않아서 그런 것 아닐까 싶더라고요. 그래도 너무 자주 그러거나 통증이 심해 보이면 병원 한 번 가서 확인받는 게 마음 편할 것 같아요! 너무 걱정하지 마시고, 강아지 상태 잘 지켜보세요~",non_expert_llm
,,저희 강아지가 9살인데 며칠전부터 힘도 없고 바들바들 떠는데 나이가 많아서 그런가요? 앞다리를 좀 많이 떨어요 어디 올라갈 때도 보니까 앞다리가 떨리는 거 같아요 어떻게 하면 좋아질까요?,"아, 우리 집 강아지도 나이가 들면서 가끔 앞다리가 떨리고 힘이 없어 보일 때가 있었어요. 저도 처음에는 걱정했는데, 가볍게 마사지해주고 편안하게 쉬게 하니까 좀 나아지더라고요. 근데 만약 계속 떨거나 힘이 너무 없어 보이면 병원에서 한번 진찰 받아보는 게 좋을 것 같아요. 아무래도 나이가 있어서 그런 걸 수도 있지만, 혹시 다른 문제가 있을 수도 있으니까요.",non_expert_llm
,,수의사 되는방법좀 알려주세요 (예:몇년동안 수의사 대학교(?) 해야되나요 강아지 뼈대만 외어도 되나요?),"수의사가 되려면 보통 6년 정도 수의학과가 있는 대학을 다녀야 하는 걸로 알아요. 그냥 강아지 뼈대만 외운다고 되는 건 아닌 것 같고, 동물의 몸 구조부터 병리, 약 같은 걸 다 배워야 한다고 하더라고요. 저도 자세한 건 잘 모르지만, 주변에 수의사 친구가 그런 얘기 했던 기억이 있어요. 혹시 더 궁금하면 학교 입학처나 관련 사이트 한 번 찾아보는 것도 좋을 것 같아요!",non_expert_llm
,,강아지가 일주일전쯤에 넘어져서 슬개골탈구가 온 것 같거든요 사정때문에 뱡원을 바로 못 갔고 내일 가려고 하는데 저는 그전까지 한번도 증상(다리 절뚝거림 다리 들고 다님 다리에수 뚝뚝 소리남)이 없어서 1기부터 시작하는구나 했는데 며칠사이에 다리 들고다니는 빈도도 잦아지고 제가 마사지해주랴고 다리 만지면 뚝뚝거리거든요 그리고 다리 들고있을때 마사지를 해줬는데(다리 밑을 잡아서 위로 올리는..?) 슬개골이 제자리 찾아가는 소리? 뚝소리가 나면 또 강아지가 제대로 걷기 시작해요 슬개골이 스스로 자리로 안돌아가면 일단 1기는 아닌거죠 .. 돈이 없는데 수술이 필수인 단계일까요…,"음, 제 경험으로 봤을 때 슬개골탈구는 상태가 좀 다양하더라고요. 강아지가 다리 들고 다니고 뚝뚝 소리가 난다는 건 확실히 불편해하는 거 같긴 한데, 꼭 수술이 바로 필요한 단계인지는 병원에서 봐야 알 것 같아요. 

예전에 친구 강아지가 비슷하게 다리 절뚝거리다가 마사지해주니까 좀 나아지긴 했는데, 그 친구도 결국 병원 가서 약처방 받고 관리하면서 수술은 안 했거든요. 

일단 내일 병원 가서 상태 잘 봐달라고 하고, 너무 심하면 치료 방법이나 비용도 상담해보는 게 좋을 것 같아요. 그때까지 무리하지 말고 다리 아프게 하는 행동은 줄여주는 게 좋겠어요. 돈 문제도 꼭 말씀드리면 병원에서 상담해줄 거예요!",non_expert_llm
,,병원에 전화하며 메일로 받았습니다 잘된걸까요? 아니라면 선생님께 달려가려구요,"메일로 받으셨다니 일단 연락은 잘 되신 것 같네요! 저도 가끔 병원에 바로 가기 전에 전화로 상담해보고 메일로 설명받은 적 있는데, 그때는 대체로 상황을 좀 더 지켜보라는 경우가 많았어요. 물론 상태가 갑자기 나빠지거나 걱정되는 부분이 있으면 바로 병원에 가는 게 좋겠지만, 괜찮다고 하면 일단 조금 더 상황을 관찰해도 될 것 같아요. 그래도 마음이 불안하면 선생님께 직접 가서 확인받는 게 제일 안심이 되더라고요!",non_expert_llm
,,2살쯤인 강아지가 어제부터 기운이 없고 놀지도 않고 산책해도 별로 안좋아하고 원래는 나가면 난리났는데.. 하루종일 잠만 자고 기운이 어뵤어요ㅠ 밥도 안먹어서 그런지 토도 많이 햇고ㅠㅠ 그래서 어제 집 근처 작은병원 엄마가 가봤는데 병원에선 괜찮다고 햇나.. 아님 모르겟다고 그랬다네요ㅠㅠ 큰병원를 가야하는건지 아님 뭘 해줘야할지.. 너무 걱정되었는지 꿈에서 하늘나라가는 꿈도 꿨습니다ㅠㅠ 어쩌면 좋을까요?,"아이고, 정말 걱정 많이 되시겠어요ㅠ 저도 예전에 우리 강아지가 갑자기 기운 없고 밥도 안 먹고 그럴 때가 있었는데, 그때는 그냥 며칠 쉬게 해주니까 좀 나아지더라고요. 근데 토를 많이 하는 건 좀 신경 쓰이긴 해서, 저라면 큰 병원 한 번 가서 좀 더 자세히 검사 받아보는 게 마음 편할 것 같아요. 혹시라도 뭔가 큰 문제일 수도 있으니까요. 너무 걱정하지 마시고, 강아지도 빨리 회복했으면 좋겠네요! 좋은 소식 있으면 알려 주세요~",non_expert_llm
,,앉아있을때 앞다리를 들고 앉아있어요 말티즈구요 2살이에요 앉을때 마다 저렇게 다리를 들고앉고 뒷다리도 좀 아픈거 같아요 동물병원이 공휴일이라서 안할거 같은데 어떡하죠?,"아이고, 우리 강아지도 가끔 다리 불편한 것처럼 행동할 때가 있었어요. 말티즈가 작고 뼈가 약해서 그런 것 같기도 하고요. 일단 무리하게 뛰거나 움직이지 않게 조심시켜 주고, 편안하게 쉴 수 있게 해주는 게 좋을 것 같아요. 병원이 문 닫았으면, 상태 더 심해지거나 통증 심해 보이면 응급병원 찾아보는 것도 한 방법이고요. 평소랑 다르지 않으면 조금 지켜봐도 될 것 같아요!",non_expert_llm
,,12월 달 23년 7월생 여자아이 중성화 수술 생각 중인데 혹시 수술 전에 생리주기나 발정주기 이런거 알아가야하나요? 이번년 8월달에 했었던거 외엔 기억이 잘안나서요.. 보통 뭐뭐 물어보시나요..?,중성화 수술 전에 발정주기를 어느 정도 알고 있으면 수술 시기 정하는 데 도움이 된다고 하더라고요. 우리 강아지도 처음 수술할 때 수의사분이 발정 중일 때는 수술이 좀 더 위험할 수 있으니 발정 전이나 끝난 뒤에 하는 게 좋다고 하셨어요. 그런데 보통은 병원에서 기본적인 생리 주기나 마지막 발정 시기 정도만 물어보는 것 같았어요. 너무 기억이 안 나면 병원에 솔직히 말씀드리고 상담받는 게 좋을 것 같아요. 저도 처음에 잘 몰라서 그냥 병원에서 설명 듣고 수술 일정 잡았었거든요!,non_expert_llm
,,강아지한테 가끔 소고기를 푹 삶아서 주는데요.. 어제 꽃등심을 사서 푹 삶아서 줬는데 제가 양조절을 못했는지 강아지가 과식을 했어요 그 후로 먹은건 없고(12시간 정듀 지났어요) 변은 세번 눴는데 두번째까지는 정상변이었는데 조금아까 노란토를 하더니 검정색 묽은변을 봤어요.ㅡ 과식으로 인한 증상일까요??,"우리 강아지도 가끔 고기 많이 먹고 나서 속이 좀 안 좋아진 적 있었어요. 노란 토랑 묽은 변이 나오는 건 뭔가 소화가 잘 안 된 느낌일 수도 있겠네요. 보통은 하루 이틀 지나면 괜찮아지긴 하는데, 만약 계속 그러면 병원 한번 가보는 게 좋을 것 같아요. 너무 걱정하지 말고 강아지 상태 잘 지켜봐 주세요!",non_expert_llm
,,"암컷 8살 푸들입니다ㅜㅜ 20년 5월 14일에 중성화와 유선종양 수술 했습니다 의사쌤말로는 ""자궁축농증 초기고 이제 다 제거 했으니 괜찮을것이고 한동안은 젖이 나올것이다"" 이렇게 설명했습니다 (젖을 다 제거한것이 아닌 종양부분만 제거 했어요) 그런데 지금 7월 9일인 지금까지도 젖이 계속 나오고 있습니다 다시 병원에 가야하나요? ㅠㅠ병원에 가는 시간을 내기 어려워서 여기서라도 물어요ㅠㅠ 만에 하나 큰병이라면 어쩌죠? 너무 두려워요.....","아이고, 많이 걱정되시겠어요ㅜㅜ  
저도 예전에 우리 강아지가 중성화 수술하고 나서 한동안 젖이 계속 나왔던 적이 있었어요. 의사쌤 말로는 호르몬 영향 때문에 시간이 좀 걸릴 수도 있다고 하더라구요. 보통 몇 주 이내에 점점 줄어든다고 했는데, 2달 넘게 계속 나오면 저라면 한 번 병원에 가서 상태 체크해보는 게 마음 편할 것 같아요.  
큰 병일 수도 있지만, 대부분은 수술 후 호르몬 변화 때문인 경우가 많다고 하니까 너무 걱정만 하지 마시고, 가능하면 가까운 시간에 꼭 한번 진료 받아보세요! 힘내세요!",non_expert_llm
,,13살 된 노묘 신부전 오늘 판정 받고 왔는데 선생님은 바로 2차 병원가서 입원 시켜야 한다고 수치가 너무 심각하다고 합니다 몇기 인가요 ? 소변테러 하다가 화장실이 맘에 안들어서인지 들어가질 않길래ㅜ모래 화장실 다 변경했는데 그뒤로 배변패드에만 소변을 싸고 변을 안봐 병원에 데려갔다 방광이 차있다는거예요 ????? 소변 되게 자주 싸서 전혀 몰랐는데 투명 소변이 그런 징조였다 라고 하더라고요ㅠㅠ 금전적으로 좋지 못해 최대한 피하수액이나 수액이랑 조혈제만 맞게 하고 데려와서 케어 하고 싶어요 ㅠ 애기가 어릴때 입원 한 이후로 무서워하기도 하고 스트레스를 많이 받아서요ㅠㅠ 그리고 츄르나 건식 습식 사료 추천 해주실수 있다면 추천 부탁 드려요 ㅠㅠ 장난 광고 신고해요 제발 부탁드립니다 ㅜ,"아이고, 13살 노묘가 신부전이라니 많이 힘드시겠어요… 저도 예전에 우리 집 고양이가 나이 들면서 소변 문제랑 화장실 문제로 고생한 적 있어서 마음이 너무 아프네요. 신부전 단계를 정확히는 잘 모르겠지만, 수치가 심각하다고 하니 아마 중증 쪽일 수도 있겠네요.

저희 고양이도 화장실 환경이 조금만 바뀌면 안 가고 그러더라고요. 모래나 화장실 모양을 바꾸면 적응하는 데 시간이 좀 걸리는 것 같아요. 배변패드에만 싸는 것도 스트레스 때문일 수도 있고요. 방광이 차있다는 건 소변을 제대로 보지 못해서 그런 게 아닐까 싶어요.

입원은 고양이 스트레스가 크니까 저도 조심스러운데, 그래도 상태가 심각하면 병원에서 먼저 치료받는 게 안전하다고 들었어요. 대신 수액이나 조혈제 맞으면서 집에서 케어하는 것도 충분히 도움이 될 거예요. 저도 비용 문제 때문에 최대한 집에서 관리하려고 노력했거든요.

츄르는 저희 집에서는 ‘츄르’ 중에서도 신장 건강에 좋은 저염분 제품을 골라서 줬고, 사료는 병원에서 추천받은 신장 건강용 습식 사료를 주니까 조금이라도 편해하는 것 같았어요. 건식은 잘 안 먹는 경우가 많아서 고양이 입맛에 맞는 걸 천천히 찾아보시는 게 좋을 것 같아요.

아무쪼록 힘내시고, 고양이랑 좋은 시간 보내시길 바랄게요. 혹시 더 궁금한 거 있으면 언제든 얘기해 주세요!",non_expert_llm
,,1개월 가까이 된 아기 고양이이고 갑자기 이렇게 토했어요 ㅠ 왜그런 거에요ㅠ,"아기 고양이가 갑자기 토하면 정말 걱정되죠 ㅠ 저도 예전에 키우던 고양이가 한두 번 토했을 때가 있었는데, 보통은 먹은 게 잘 맞지 않거나 소화가 안 돼서 그랬던 것 같아요. 근데 한 달 정도면 아직 몸도 약하고 예민해서 스트레스나 환경 변화 때문에 그럴 수도 있대요. 그래도 계속 반복되거나 다른 이상 증상 있으면 병원 한 번 가보는 게 마음 편할 것 같아요. 빨리 나아서 건강해지길 바랄게요!",non_expert_llm
